,event_date,year,month,day,country_code,latitude,longitude,witness,issue
31,2022-11-01,2022,11,1,IT,41.58474,12.65849,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
32,2022-05-12,2022,5,12,IT,45.65596,11.91096,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
36,2021-11-10,2021,11,10,IT,41.9262,12.44533,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
43,2022-08-01,2022,8,1,HU,46.5879,17.41018,Anonymous expert;Gábor Kemenesi;Kornélia Kurucz;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
45,2022-09-12,2022,9,12,IT,36.94561,14.52247,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
51,2022-07-31,2022,7,31,ES,41.53758,2.42881,Mikel Alexander González;Isis Sanpera-Calbet;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
55,2022-06-03,2022,6,3,ES,41.45493,2.25386,Mikel Alexander González;Pedro María Alarcón-Elbal;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
56,2020-08-16,2020,8,16,ES,41.20761,1.59944,Sarah Delacour;Ignacio Ruiz-Arrondo;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
60,2022-06-13,2022,6,13,IT,44.51859,11.33167,UNIROMA1;Ognyan Mikov;Roger Eritja;Angeliki F. Martinou,CONTINENT_DERIVED_FROM_COORDINATES
62,2021-10-07,2021,10,7,ES,43.3464,-1.79349,Maria Angeles Puig;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
64,2022-06-25,2022,6,25,IT,45.49316,9.38261,UNIROMA1;Maria Sophia Unterköfler;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
65,2022-06-30,2022,6,30,HU,47.5132,19.11399,Anonymous expert;Kornélia Kurucz;Gábor Kemenesi;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
71,2021-10-24,2021,10,24,IT,41.85848,12.45516,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
77,2022-09-07,2022,9,7,ES,41.63714,2.35957,Ignacio Ruiz-Arrondo;Isis Sanpera-Calbet;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
78,2021-10-01,2021,10,1,ES,37.15951,-3.59417,Sarah Delacour;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
82,2021-09-20,2021,9,20,IT,45.57216,12.10033,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
85,2021-07-25,2021,7,25,SI,46.04212,14.50552,Karin Bakran-Lebl;Mihaela Kavran;Ana Klobucar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
86,2022-08-13,2022,8,13,HU,47.39947,19.18132,Kornélia Kurucz;Anonymous expert;Gábor Kemenesi;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
88,2021-10-27,2021,10,27,IT,41.80516,12.4224,UNIROMA1;Hans-Peter Fuehrer;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
91,2022-08-20,2022,8,20,IT,45.8874,11.02538,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
96,2022-08-18,2022,8,18,ES,36.74672,-3.0674,Roger Eritja;Isis Sanpera-Calbet;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
106,2022-07-27,2022,7,27,IT,45.13664,11.63738,UNIROMA1;Eleonora Longo;Francesco Severini;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
107,2021-09-05,2021,9,5,HU,47.53413,19.21292,Ana Klobucar;UNIROMA1;Roger Eritja;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
108,2021-09-25,2021,9,25,ES,42.24082,2.42337,Mikel Bengoa Paulis;Sarah Delacour;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
110,2018-10-25,2018,10,25,ES,37.67069,-1.01619,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja;Daniel Bravo-Barriga,CONTINENT_DERIVED_FROM_COORDINATES
111,2022-06-13,2022,6,13,IT,41.92974,12.51655,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
112,2022-07-06,2022,7,6,IT,45.22196,11.3156,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
113,2022-07-30,2022,7,30,ES,38.34143,-0.51358,Mikel Alexander González;Isis Sanpera-Calbet;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
114,2022-07-15,2022,7,15,IT,45.04892,7.58009,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
115,2022-06-02,2022,6,2,ES,41.5376,2.42882,Mikel Alexander González;Pedro María Alarcón-Elbal;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
118,2022-09-10,2022,9,10,HU,47.45112,19.16539,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
120,2021-09-03,2021,9,3,BG,43.09899,24.12732,Alice Michelutti;UNIROMA1;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
121,2022-09-03,2022,9,3,ES,37.16233,-3.68894,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
122,2021-08-09,2021,8,9,HU,47.83916,19.3541,UNIROMA1;Mihaela Kavran;Roger Eritja;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
123,2022-09-12,2022,9,12,ES,40.36029,-3.53793,Ignacio Ruiz-Arrondo;Isis Sanpera-Calbet;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
128,2022-10-04,2022,10,4,ES,36.77488,-2.82397,Mikel Bengoa Paulis;Sarah Delacour;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
133,2022-06-28,2022,6,28,IT,45.57916,12.11527,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
135,2022-05-31,2022,5,31,IT,45.52123,11.33291,UNIROMA1;Ana Klobucar;Perparim Kadriaj;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
139,2021-08-25,2021,8,25,IT,45.43912,10.949,Mihaela Kavran;Elton Rogozi;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
141,2022-09-22,2022,9,22,IT,45.57197,12.10044,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
142,2021-08-18,2021,8,18,IT,40.28616,17.84056,Mihaela Kavran;Maria Sophia Unterköfler;Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
143,2021-09-30,2021,9,30,ES,41.27005,1.97579,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
145,2021-09-10,2021,9,10,RS,45.26043,19.84603,Mihaela Kavran;Hans-Peter Fuehrer;Perparim Kadriaj;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
147,2022-07-17,2022,7,17,IT,45.43353,12.36007,UNIROMA1;Eleonora Longo;Francesco Severini;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
148,2020-10-13,2020,10,13,ES,41.383,2.16106,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
149,2020-08-27,2020,8,27,ES,38.00966,-0.68736,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
155,2022-07-30,2022,7,30,IT,40.30127,17.72385,UNIROMA1;Eleonora Longo;Francesco Severini;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
156,2022-06-20,2022,6,20,ES,41.96319,2.82945,Carlos Barceló;Mikel Alexander González;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
159,2022-09-12,2022,9,12,IT,46.15266,13.21611,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
162,2022-08-25,2022,8,25,AT,47.04971,15.45335,Maria Sophia Unterköfler;Hans-Peter Fuehrer;Karin Bakran-Lebl;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
163,2022-10-12,2022,10,12,IT,45.57123,12.11195,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
164,2022-07-16,2022,7,16,AT,48.17571,16.43457,Maria Sophia Unterköfler;Hans-Peter Fuehrer;Karin Bakran-Lebl;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
166,2022-06-23,2022,6,23,IT,45.53989,9.16786,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
168,2021-08-14,2021,8,14,IT,44.0881,8.21895,Karin Bakran-Lebl;Perparim Kadriaj;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
169,2022-09-12,2022,9,12,ES,41.41321,2.14541,Ignacio Ruiz-Arrondo;Isis Sanpera-Calbet;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
170,2022-07-16,2022,7,16,HU,47.42525,19.10958,Anonymous expert;Gábor Kemenesi;Kornélia Kurucz;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
172,2022-07-05,2022,7,5,IT,37.50553,15.09361,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
175,2021-09-05,2021,9,5,IT,41.85892,12.55667,Karin Bakran-Lebl;Filiz Gunay;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
176,2022-06-04,2022,6,4,IT,42.27469,12.92637,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
179,2021-10-08,2021,10,8,ES,37.61287,-0.99298,Sarah Delacour;Mikel Bengoa Paulis;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
185,2021-09-29,2021,9,29,ES,41.37748,2.13301,Mikel Alexander González;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
186,2022-06-29,2022,6,29,IT,41.90105,12.6849,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
189,2021-08-11,2021,8,11,IT,45.22171,11.31537,Karin Bakran-Lebl;Perparim Kadriaj;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
190,2022-06-02,2022,6,2,IT,43.83465,11.41627,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
197,2021-09-26,2021,9,26,IT,45.86093,9.40481,UNIROMA1;Alice Michelutti;Hans-Peter Fuehrer;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
198,2021-04-20,2021,4,20,ES,36.62468,-4.49788,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
199,2022-05-24,2022,5,24,IT,45.19912,12.28295,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
201,2022-07-05,2022,7,5,IT,45.45555,11.90841,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
202,2022-06-24,2022,6,24,IT,45.82356,13.34051,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
203,2022-08-21,2022,8,21,IT,43.10951,12.35121,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
208,2022-06-26,2022,6,26,IT,44.51774,11.33485,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
209,2022-10-01,2022,10,1,FR,43.34688,-1.76535,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
211,2021-08-04,2021,8,4,BG,43.10396,23.93653,Hans-Peter Fuehrer;Mihaela Kavran;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
213,2022-09-07,2022,9,7,IT,45.6968,9.2309,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
214,2022-07-11,2022,7,11,IT,45.50268,12.24766,UNIROMA1;Eleonora Longo;Francesco Severini;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
215,2022-07-02,2022,7,2,ES,41.68644,2.48644,Sarah Delacour;Ignacio Ruiz-Arrondo;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
216,2020-08-23,2020,8,23,ES,41.98032,2.81525,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
218,2022-08-18,2022,8,18,AT,47.02303,15.46883,Karin Bakran-Lebl;Maria Sophia Unterköfler;Hans-Peter Fuehrer;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
219,2021-09-09,2021,9,9,IT,41.96884,12.51905,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
225,2022-06-11,2022,6,11,ES,39.47829,-0.41056,Pedro María Alarcón-Elbal;Carlos Barceló;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
228,2021-09-24,2021,9,24,ES,41.53759,2.42888,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
229,2022-09-15,2022,9,15,IT,41.57029,12.52242,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
233,2022-08-27,2022,8,27,IT,38.66036,15.87445,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
234,2021-10-21,2021,10,21,IT,45.85673,12.33097,UNIROMA1;Hans-Peter Fuehrer;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
236,2022-09-11,2022,9,11,IT,41.9011,12.68498,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
239,2022-05-23,2022,5,23,IT,46.1688,12.89705,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
240,2022-06-15,2022,6,15,IT,44.81837,9.95918,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
241,2021-08-16,2021,8,16,HU,47.03546,18.01691,Isra Deblauwe;Maria Sophia Unterköfler;Gábor Kemenesi;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
245,2022-07-05,2022,7,5,IT,44.63046,10.87262,UNIROMA1;Eleonora Longo;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
246,2021-08-17,2021,8,17,IT,46.05263,11.12235,Mihaela Kavran;UNIROMA1;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
247,2022-10-28,2022,10,28,IT,40.56658,8.33571,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
250,2022-08-31,2022,8,31,ES,41.41547,2.21907,Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
255,2022-05-15,2022,5,15,ES,38.7977,0.1791,Isis Sanpera-Calbet;Sergio Magallanes;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
258,2021-09-20,2021,9,20,ES,40.41845,0.4237,Laura Blanco-Sierra;Roger Eritja;Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga,CONTINENT_DERIVED_FROM_COORDINATES
261,2020-08-20,2020,8,20,ES,36.66192,-4.54194,Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
263,2022-06-20,2022,6,20,IT,45.56822,9.21437,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
264,2022-06-19,2022,6,19,IT,45.53896,12.72051,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
266,2021-09-09,2021,9,9,HU,47.51248,19.1027,UNIROMA1;Alice Michelutti;Roger Eritja;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
267,2022-10-08,2022,10,8,IT,43.71113,11.06451,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
269,2022-07-02,2022,7,2,ES,41.91562,3.15554,Sarah Delacour;Ignacio Ruiz-Arrondo;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
270,2021-08-08,2021,8,8,HU,47.45165,19.02368,Mihaela Kavran;UNIROMA1;Gábor Kemenesi;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
271,2021-10-19,2021,10,19,ES,41.65623,2.18216,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
276,2021-10-31,2021,10,31,ES,41.38847,2.14755,Maria Angeles Puig;Isis Sanpera-Calbet;Francisco Collantes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
277,2022-07-05,2022,7,5,BG,43.41224,24.62389,Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
280,2021-10-02,2021,10,2,ES,41.31973,2.09968,Sarah Delacour;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
282,2022-07-04,2022,7,4,IT,43.13844,13.07123,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
284,2021-08-12,2021,8,12,HU,47.42875,19.116,UNIROMA1;Mihaela Kavran;Roger Eritja;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
286,2020-08-19,2020,8,19,ES,38.34148,-0.51352,Laura Blanco-Sierra;Carlos Barceló;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
287,2022-08-19,2022,8,19,HU,47.36075,19.09745,Anonymous expert;Gábor Kemenesi;Eleonora Longo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
288,2021-10-20,2021,10,20,ES,40.35961,-3.5496,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
292,2022-06-18,2022,6,18,ES,41.6938,2.72797,Carlos Barceló;Mikel Alexander González;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
293,2022-06-25,2022,6,25,HU,47.5132,19.11404,Kornélia Kurucz;Anonymous expert;Gábor Kemenesi;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
298,2021-08-21,2021,8,21,IT,45.93635,10.29389,Roger Eritja;Mihaela Kavran;Ognyan Mikov;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
301,2022-08-16,2022,8,16,AT,48.17079,16.43279,Karin Bakran-Lebl;Maria Sophia Unterköfler;Hans-Peter Fuehrer;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
302,2022-08-17,2022,8,17,HU,47.42457,19.02486,Anonymous expert;Gábor Kemenesi;Eleonora Longo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
303,2021-10-19,2021,10,19,IT,41.90265,12.51243,UNIROMA1;Hans-Peter Fuehrer;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
310,2022-07-04,2022,7,4,IT,45.43154,9.16949,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
313,2020-10-08,2020,10,8,ES,41.62905,2.16758,Mikel Alexander González;Maria Angeles Puig;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
315,2022-07-15,2022,7,15,IT,44.49592,11.36746,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
317,2022-10-26,2022,10,26,IT,46.11613,12.09364,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
318,2022-05-20,2022,5,20,IT,45.19846,11.29968,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
320,2021-09-27,2021,9,27,ES,41.64091,2.61161,Sarah Delacour;Mikel Alexander González;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
322,2022-06-07,2022,6,7,IT,45.64519,13.8045,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
326,2022-10-27,2022,10,27,IT,42.04198,11.90605,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
327,2022-10-12,2022,10,12,IT,41.83442,12.84102,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
330,2022-06-13,2022,6,13,ES,41.97824,2.81412,Pedro María Alarcón-Elbal;Carlos Barceló;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
331,2020-07-28,2020,7,28,ES,41.15462,1.42611,Maria Angeles Puig;Francisco Collantes;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
334,2021-10-12,2021,10,12,ES,41.37193,2.12501,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
336,2021-07-27,2021,7,27,HU,47.41652,19.02111,Kornélia Kurucz;Hans-Peter Fuehrer;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
337,2022-07-06,2022,7,6,ES,41.58961,2.587,Mikel Alexander González;Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
341,2022-07-02,2022,7,2,IT,40.89725,14.07381,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
343,2022-07-27,2022,7,27,ES,41.6947,2.49916,Isis Sanpera-Calbet;Carlos Barceló;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
348,2021-10-31,2021,10,31,IT,43.26098,11.97168,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
350,2022-06-21,2022,6,21,IT,45.43446,12.14792,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
351,2021-09-20,2021,9,20,IT,39.25088,9.12918,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
352,2022-05-26,2022,5,26,ES,41.61783,0.60828,Sergio Magallanes;Simone Mariani;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
356,2022-09-01,2022,9,1,ES,42.24404,3.1188,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
358,2022-04-29,2022,4,29,ES,37.62064,-1.00783,Mikel Alexander González;Carlos Barceló;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
366,2022-06-22,2022,6,22,IT,45.83244,12.7765,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
370,2021-10-11,2021,10,11,ES,39.05009,-0.45567,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
372,2022-09-23,2022,9,23,IT,44.58059,10.85111,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
374,2021-09-04,2021,9,4,HU,47.23994,19.60662,Filiz Gunay;Elton Rogozi;Roger Eritja;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
376,2022-07-28,2022,7,28,IT,40.61418,16.146,UNIROMA1;Eleonora Longo;Francesco Severini;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
378,2022-07-09,2022,7,9,ES,41.81562,3.00624,Mikel Bengoa Paulis;Pedro María Alarcón-Elbal;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
379,2021-11-07,2021,11,7,IT,40.85302,14.25208,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
380,2022-08-30,2022,8,30,HU,47.42712,19.01419,Gábor Kemenesi;Anonymous expert;Kornélia Kurucz;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
382,2022-06-07,2022,6,7,IT,41.46851,12.91241,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
387,2022-08-04,2022,8,4,HU,47.44313,19.13401,Kornélia Kurucz;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
389,2022-05-22,2022,5,22,IT,45.57188,12.10052,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
393,2022-10-18,2022,10,18,ES,37.35271,-6.05301,Mikel Bengoa Paulis;Sarah Delacour;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
394,2022-11-11,2022,11,11,ES,36.55421,-4.61775,Mikel Bengoa Paulis;Carlos Barceló;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
396,2021-09-27,2021,9,27,ES,36.44722,-6.14283,Mikel Bengoa Paulis;Sarah Delacour;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
398,2022-09-11,2022,9,11,IT,45.46238,10.96924,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
399,2022-10-27,2022,10,27,IT,45.57072,12.10988,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
401,2022-06-28,2022,6,28,IT,45.79172,11.80997,UNIROMA1;Mihaela Kavran;Eleonora Longo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
402,2022-07-13,2022,7,13,IT,44.41926,11.89676,UNIROMA1;Eleonora Longo;Gábor Kemenesi;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
404,2022-07-16,2022,7,16,IT,44.41912,11.89672,UNIROMA1;Eleonora Longo;Francesco Severini;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
406,2021-09-30,2021,9,30,IT,46.05423,11.12922,UNIROMA1;Hans-Peter Fuehrer;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
407,2021-10-28,2021,10,28,IT,42.28477,12.6938,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
408,2021-10-21,2021,10,21,IT,44.46479,11.40846,UNIROMA1;Hans-Peter Fuehrer;Ognyan Mikov;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
413,2022-09-02,2022,9,2,AT,47.05489,15.4571,Karin Bakran-Lebl;Hans-Peter Fuehrer;Maria Sophia Unterköfler;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
414,2022-08-14,2022,8,14,HU,47.22588,16.63341,Kornélia Kurucz;Anonymous expert;Gábor Kemenesi;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
418,2022-08-17,2022,8,17,IT,46.05983,12.98636,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
420,2021-11-07,2021,11,7,IT,46.15726,13.21264,Roger Eritja;UNIROMA1,CONTINENT_DERIVED_FROM_COORDINATES
422,2022-10-02,2022,10,2,IT,41.9011,12.68496,UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
424,2022-10-10,2022,10,10,ES,40.15352,-3.82074,Mikel Bengoa Paulis;Sarah Delacour;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
